,Sentence,encoded_label
15926,지금 이 중에서 고르는 쪽이 빠르지 않아?,4
15927,한 시간은 넘은 거 같애.,1
15928,나 결국 헤어졌다.,3
15929,이 장미꽃은 사진 같아요. 보통 꽃을 많이 그리세요? ,4
15930,반 애들이 내 가방에 걸레를 넣어서 구역질 나고 화가 나!,1
15931,진짜 좋은데 고마워.,1
15932,저것도 중독대나부네,0
15933,이게 뭔 말도 안되는 소리냐...ㅠ,0
15934,옆 사무실 연락해서 소장 보여주고...,4
15935,죄송합니다. 선생님. 정말 죄송합니다. ,4
15936,네~ ,5
15937,내가 10km 마라톤 대회에 출전했는데 거기서 예전 내 기록을 갱신했어.,5
15938,저기.. 비서는 스트레스를 받아줘야 된다 그러셨잖아요.. ,4
15939,내 친구가 내 여자친구랑 만나고 있대.,1
15940,자기는 뒷광고를 하지 않았다고 영상을 올려서 내가 믿고 있었는데 배신감이 느껴져. 너무 실망스러워!,1
15941,여기 시급이 얼마냐.,4
15942,"아. 그 책 말구, 저 카페에 내려가면 책이 있을거예요. 그거 좀 요약해 줬으면 좋겠는데.",4
15943,그럼 병원으로 잠시 찾아뵈면…,4
15944,찍긴 찍었는데 보기만 해도 짜증나.,6
15945,미친..이젠 사람몸속에다가 엑티브x깔판,6
15946,새댁은 옆집에 수상한 사람들이 사는데 무섭지 않아?,4
15947,"자식은 개뿔의 자식, 자식을 한뼘 되는 땅에 2~30명 몰아넣고 키우냐?",1
15948,잠적해서 있다가 시간맞춰서 딱 나오는 시나리오!,4
15949,의사에게 무리해서라도 수술을 하면 앞을 볼 수 있냐고 물었어.,2
15950,요리스 완야마 지림,0
15951,내가 쓰레기통에 음식물 쓰레기를 같이 버렸어.,6
15952,장맛비가 비 조금으로 바뀌었네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
15953,어! 오빠! 절에서 왜 나왔어요? ,0
15954,친구가 평소엔 성격이 정말 좋은데 술만 마시면 심한 욕을 해. 그럴 때마다 짜증이 나.,1
15955,너 일하는거 동생네 회사에서 전폭적으로 도와주는거지? 일본무대엔 처음인데 너두 힘들거 아냐. ,4
15956,의도적 자살은 안 나온다고 했습니다. 이게 자살방조죄에 해당됩니까?,4
15957,"눈에는눈,이에는이로단호하게대처합시다.",4
15958,집밥 백선생 감사이 잘 보고 있습니다,5
15959,운동이라도 해봐야겠어. 고마워.,3
15960,습기가 많아지니까 곰팡이가 자꾸 생겨서 신경이 쓰여.,1
15961,응. 아직 그대로 있어! 더러워 죽겠어!,6
15962,사고가 있었어.,2
15963,집에서 말이야. 아저씨가 아줌마랑 할아버지한테 꼼짝 못하는 것처럼 보이니?,4
15964,나 오늘 왕따당한 거 같아. ,3
15965,환불을 사칭한 사기일 수도 있겠군요.,4
15966,절친이 애인이 생기더니 요즘 나는 안중에도 없어. 그래서 질투 나고 섭섭해.,3
15967,나가서 먹자구? 야야 귀찮아 집에서 때워~,4
15968,친구한테 돈을 빌렸는데 당장 안 갚아도 된대.,5
15969,"내가 이러니 축구를 안봄,,",4
15970,오랫동안 사귀었던 여자친구에게 이별 통보를 받았어. 일이 손에 안 잡히고 너무 슬퍼.,3
15971,요즘 고민이 한 가지 더 늘어났어.,0
15972,친구랑 식당에서 밥 먹는데 지진이 난 거야!,2
15973,당연히 선물은 맘에 들지! 아주 비싼 향수야.,5
15974,제대로 한번 놀아보지도 못하고 나이가 들어 죽는다면 얼마나 억울할까 라는 생각이 들어.,3
15975,위장병이 심해져서 건강이 나빠졌어. 건강관리 좀 할걸.,3
15976,응. 왜 이렇게 우리 집 식사시간은 조용해?,4
15977,아직 아픈 데가 없지만 아픈 데가 생기면 병원에 갈게.,4
15978,하필 오늘 내가 친구와 만나서 노는 걸 부장님이 보셨어. 매우 불안하다.,2
15979,그럼 지금쯤 서울에 와 있을지도 모르는 일이네요?,4
15980, 초경이랑 상관있나요?,0
15981,나는 매번 나중에 후회하면서 또 똑같은 일을 저지르는 것 같아.,3
15982,3년 전에 그냥 소개팅으로 만났지 뭐.,4
15983,주말인데 너무 심심해. 친구들과 최근에 싸워서 부를 사람도 없네.,3
15984,내일 미국 회사랑 중요한 미팅이 있는데. 선생님 정도면 충분히 하실 거 같네.,4
15985,"감기 때문에 너무 힘든데도 기획안 제출하려고 밤 샜는데, 오늘 잘못 된 부분만 지적당하고. 너무 스트레스 받는다.",3
15986,그럴 줄 알았다. 차라리 그 돈 모아 인형을 사고 말지. 결국 그딴 거나 뽑으면서…,4
15987,결혼 이십 주년 기념으로 남편과 리마인드 웨딩을 하기로 해서 너무 설레.,5
15988,더 아프기 전에 나도 그렇게 생각해.,4
15989,안 간다니까.,1
15990,악플러 고소는 잘하는 일,4
15991,시간이 흐르면 괜찮아지겠지. 하지만 지금은 가슴이 찢어져.,3
15992,누구냐구 안 물어봐?,4
15993,여기서 여자가 화내며 나가는 이윤 한 가지뿐이잖아?,4
15994,아들은 돈이 필요할 때만 나를 찾아.,3
15995,아니 전라도 욕하는게 왜 지역감정?,2
15996,"걱정할까봐 말 안할라 그랬는데... 실은 나, 목숨이 위태로워...",3
15997,나이가 스물아홉 살이 되니 남자친구와 결혼을 빨리 서둘러야 하나 싶고 마음이 조급해져.,2
15998,노후 대책으로 월세 받으려고 집을 하나 사 두었는데 다세대라고 세금을 크게 올린다고 발표가 났어. 너무 화가나.,1
15999,가해자들이 나를 마주치기만 하면 날 못 살게 굴어서 학교에 가고 싶지 않아.,3
16000,요새 가족 관계가 만족스러워.,5
16001,괜찮아요 금방 말라요.,4
16002,아들이 내가 암에 걸린 후 신경 못 써줘서 미안하다고 매달 용돈을 보내줘.,5
16003,누구한테요?,0
16004,아니요. 저는 항상 뭔가 부족했어요. 피아노실력도 기대에 못 미치고 학원하나도 제대로 운영 못하고 허구헌날 부모님 실망만 시켜드리고 정말 구제불능이에요. ,3
16005,맞아. 그냥 내가 싫은가 봐.,1
16006,쉽게 봤던 기업에서조차 서류전형부터 탈락해서 너무 슬퍼.,3
16007,두달전에. 벌써 두달이나 됐는데 잊지를 못하겠어.,3
16008,"네, 그렇군요. 그렇다면 대학 내 흡연 문화에 대한 개선안으로 어떤 것들이 있을까요?",4
16009,"그럴게요, 저기로 가죠. 어서 오세요.",4
16010,좋은추억이생각나냐.,3
16011,남편이 또 친구 빚보증을 섰어. 정말 다 엎어버리고 싶어.,1
16012,친구가 나보다 술을 많이 먹는데 항상 간 수치가 나보다 낮게 나와서 질투가 나.,3
16013,친구가 우울증이 있다고 하기에 운동을 권유했더니 짜증을 내서 당혹스럽더구먼.,2
16014,단톡방에서 아는 지인이 주식으로 돈을 벌었다고 주식을 추천해줬어.,3
16015,아! 돈이다.,0
16016,거의 매일 먹는 거 같애.,1
16017,우리 이러는 거 오버야 임마.,4
16018,혹시 결혼식 끝나고 잠깐 시간 좀 내주실 수 있으세요?,4
16019,눈뜨면 여기가어디지;,2
16020, 발이 땅에 닿으면 그냥 아파ㅠㅠ,3
16021,뇌동맥류 정말 위험한건데...,2
16022,이런 일이 다 있네.,2
16023,응. 나 지금 혼자 있어. 너무 무서워!,2
16024,뭐어? 해줘봐. 해줘봐.,4
16025,이번에 이직한 회사에서 사람들이 텃세를 부려. 적응을 못 하겠어.,3
16026,고등학교 때부터 알던 사이거든.,4
16027,개망나니년이 나라를 흔들고있엇던게야,1
16028,그러니까! 너무 긴장해서... 화장실에...,4
16029,오늘 정말 부끄러운 일이 있었어.,0
16030,중년이 되니 집에 들어가면 고립된 기분이야.,0
16031,배도 콕콕 아프고..바로 배란이 될수 있나요 ?,2
16032,그러면 합숙하러 다시는 안 가냐?,4
16033,나는 배우자와 함께 노년의 삶을 살고 있어.,1
16034,올해 제일 하고 싶었던게 뭐였어요?,4
16035,남이사!,6
16036,"아, 설마 너 왕따 당했었…",0
16037,인기가 어디까지 갈건지는 몰라도 계속 달려요,5
16038,매일 한약을 먹었더니 소화불량이 많이 개선됐어.,5
16039,패션쇼는 쟤 인생이 걸린 일이에요.,4
16040," 너무 걱정 스러워요 ㅡ,.ㅡ",2
16041,그래서 매일매일 신경쓰고 청소를 하고 있는데 곰팡이가 안 없어져.,1
16042,밥먹고 있는데 갑자기 지진이 났어.,2
16043,감추고싶은 비밀이 뭘까?,1
16044,허허허 웃음밖에안나오심,5
16045, 백악관보다 보안이 철저하네 ㅋㅋ,0
16046,야구 한다며?,0
16047,뭘 또 생각을 해요? 그만 좀 생각해요 ,0
16048,버려지는 강아지 수에 비해서 유기견 보호시설은 너무나 부족하고 환경이 열악하대.,3
16049,긴장 좀 해야 될걸요.,4
16050,세상은 언제나 나에게 내가 원하는 기회를 주지 않아.,3
16051,갤럭시노트8나온다는데갤럭시노트7보다폭발력이더엄청난건가?,4
16052,지금부터 내가 말하는 주제를 갖고 시놉시스를 짜오는 거야.,4
16053,남편이 실직했어. 앞날이 캄캄해. 어쩌면 좋아?,3
16054,내가 모든 노력을 투자한 업무가 무의미해져 버려서 너무 슬퍼.,3
16055,요즘 가족들은 스마트폰만 내내 쳐다보고 있어. 눈에 안 좋다고 계속 말하는데도 들은 척도 안 하더군.,0
16056,그게…… 이런저런 사정이 있어서.,4
16057,나는 별로 잘못한 것도 없는데 친구가 화를 내서 많이 당황스러워.,0
16058,저런 생각을 하는게 부럽다,3
16059,아우 열받아,1
16060,안 읽었다.,4
16061,정말 망할려고 악을 쓰는구나 ...,6
16062,왠지 내 맘속에선....,3
16063,이 주변에선 여기가 제일 큰 절이잖아? 그러니깐 다들 여기 오는 거 아냐?,4
16064,청와대요? 내가 청와대에 간다구요?,0
16065,평소 관심을 두고 있었던 중고 상품이 나와서 거래를 하기로 했어.,1
16066,왜 또 그래? 무섭게?,0
16067,정유라 댓글 보고 있는 모양임. 죄다 반대 하나씩ㅋㅋㅋ,5
16068,"아우. 미안하다고 사과하느라고 식은땀 났다, 진짜.",0
16069,무슨말도 못믿겠는데,6
16070,괴롭힘을 당할 때 나랑 친했던 친구가 날 보고도 무시했어. 너무 슬펐어.,3
16071,나 코로나 이후로 친구들 모임에 전혀 안 갔었잖아. 단체 채팅방에서 만나서 놀자고 하는데도 혼자만 안 간다고 거부하고.,3
16072,반 애들이 자꾸 건드려. ,5
16073,많이 타서 그래. 잘 먹고 잘 지냈어. 다친데도 없이 멀쩡히 잘 다녀왔어.,4
16074,아니 그건 당연한거고. 지금 이게 말이 되냐고. 음식에서 벌레가 나오는게.,6
16075,사람은 여러 경험을 하면서 강해지는 거야. 잘 기억해 둬. 내 조카를 부탁해도 되지? 교무실까지 데려다 주면 돼.,4
16076,"휴, 전혀 모르겠네요.",4
16077,제가 다리가 0다리인데 특히 오른쪽 다리가 좀 심하데 휘어잇어요오른쪽 골반도 많이 아프구요 ㅠㅠ,3
16078,용감하고 정의로운 여성분이시네요..,5
16079,순서가 중요해. 먼저 당근을 볶고 나서 감자를 볶아. 다음엔 양파. 다 익으면 카레랑 물을 넣고 부드럽게 저어주는 거야. 쉽지?,4
16080,일단 많이 모여있긴 하더라. 그런 거 같애.,4
16081,너 인간 될 때까지 한번 갇혀서 가 살아봐.,4
16082,"네, 알고 있습니다만...",4
16083,학생은 감상문도 그렇고 표현이 굉장이 거침 없네요.,4
16084,남자친구 때문에 힘들어.,2
16085,"나 내일 약속 있는데, 그래도 가야 할까?",4
16086,어머님께서는 저를 반대하셨는데요?,4
16087,그런 새끼는 욕 먹으려고 저러는 거니까 욕해줘도 돼.,1
16088,쉬는 날 자려는데 와이프가 대청소를 한다면서 이것저것 시키는데 너무 성가셔.,1
16089,잡아! 언제 장약하고 발파 준비로 손발을 맞추낫 .. 이놈 뜨거운 맛을 봐야 한다! 발파로 정확하게 그놈을 가둘 수 있는지 재확인해라.,4
16090,"어느 쪽이든, 니가 뜻했던 대로 결실을 거두는 날이... 니 빚, 다 까는 날이다. ",4
16091,저는 대학교 졸업하면서 대학교 감독님의 권유와 대표팀 코치님 스카웃으로 가이드러너를 하게 되었습니다. ,4
16092,이제는 돈이 많지만 젊은 시절 돈 버느라 바빠서 하지 못했던 일들을 생각하면 괴로워.,3
16093,아가씨가 아까 들어가서 안 나오잖아.,4
16094,시자 붙은 거?,4
16095,어쩌긴! 당연히 당신이 책임을 져야지. ,1
16096,"응, 알았어. 너무 걱정하지 마.",4
16097,나 부서 이동 신청했어. 마감 때마다 피 말리는 일 인제 그만하고 싶어!,5
16098,쓰레기를 넣어놨는데 깜빡하고 안 버려서 그래.,6
16099,그럼 김현중 아기가 아니었던 거에요?,0
16100,현희씨 응원합니다 밝은 모습과 글솜씨에 감탄했어요,5
16101,어머니께서 제 이름을 자꾸 개명하고 싶어 하시는데요..,2
16102,집에 있는 게 너무 답답해. 온몸이 마비된 느낌이야.,3
16103,멋잇어요~~,5
16104,남자친구 월급이 작은데 자꾸 외제 차를 사려고 해. 정말 한심하단 마음이 들어.,0
16105,와 그런 방법이 있구나? 그래야겠다.,1
16106,"그..,그게-! 근데 내가 왜 당황해야 돼? 죄진 것두 아닌데. 내 사생활이거든!! 넌 프라이버시도 몰라?",0
16107,당연히 맘에 들지. 진짜 비싼 향수야.,5
16108,존나 잘나오는데?,4
16109,저게 저인간 참모습이다.,4
16110,정당한 시청자의 지적을 꼬였다고 표련하는 박신혜 팬들 수준도 알만하다,6
16111,요즘 병원 사람들은 왜 이렇게 쌀쌀맞나 몰라. 기분이 나쁘네.,1
16112,사회생활을 방해하는 제일 큰 요소는 사람들이 무슨 주제를 꺼내도 그와 관련된 에피소드가 생각 안나요.,0
16113,"아는 형사님들이 다 그러던데, 뭘..",4
16114,"미안, 맘대로 잔뜩 쉬어버려서.",4
16115,고인이 되신 두 분의 사진을 보니 가슴이 먹먹해지네요,3
16116,삼성 호구들이 모여사는 나란데...금방 끝날거야...,6
16117,아빠 방에 계시지?,4
16118,아니요. 엄마랑 둘이 삽니다.,4
16119,민주주의 뜻도 모르는 무식한년들? 진짜 삼족을 멸하고 싶은게 대한민국 국민의 뜻이다~~!!!!!!!,1
16120,아들이 나를 닮아서 싫다고 했어.,3
16121,요즘 카레만 처먹나...?,0
16122,왜? 무슨 일인데?,0
16123,헤어졌는데. 피크닉은 무슨 피크닉...,4
16124,내가 쓰레기통을 잘 안 비워서 그래.,6
16125,일은 못 하면서 윗사람에게 잘 보이려고 갖은 노력을 다하는 동료를 곁에서 보기 정말 구역질 나.,1
16126," 귀여니처럼 내가 10권,100권살게 미곰언니ㅠㅠ",5
16127, 맞벌이 주부로 요리 좀 해야겠다 하며 많은 재료를 사는데 많은 양이 음식물 쓰레기통으로 가고 있어서..,2
16128,"이게 여고생용, 이쪽이 사모님용, 이건 공략중인 애들 공격용, 그리고 이게 별로 취향에 안 맞는 애들 방어용.",4
16129,노래를 배우고 싶은데요. 혹시 토요일에도 수업이 있어요?,4
16130,부모님도 많이 슬퍼하고 계셔. 나도 집에가면 우리 강아지 생각이 나서 집에 있기가 싫어.,3
16131,아니. 회사에 털어놓을 사람 하나 없어. 그래서 더 힘들어.,3
16132,부모님조차도 내 마음을 알아주지 않으시는데 난 어떻게 해야 될까?,3
16133,코로나 때문에 갑자기 월급이 삭감되면서 생활비가 빠듯해졌어. 당황스럽네.,2
16134,나는 정말 위로를 못 해서 항상 친구의 기분을 더 망치는 것 같아.,3
16135,고약한 냄새가 너무 심해서 방향제로 해결이 안 될 수도 있을 거 같아.,6
16136,결국엔 난 아무 곳에서도 받아주지 않았어. 난 정말 안 되나 봐 우울해.,3
16137, 수족묶여 구타당해도 할말없겠지?,3
16138, 나는 사람들이 내 피부색에 대해 이야기하는 것을 두려워한다 ..............,2
16139,응. 해본적은 많은데 한번 더 진지하게 얘기해봐야겠어.,4
16140,오를 줄 알았는데 떨어지더라고.,3
16141,갱상도 싸나이네ㅋㅋㅋ,4
16142,친구랑 식당에서 저녁식사를 하는데 갑자기 지진일어나서 너무 놀랐어. 지진때문에 난 다치진 않았어.,4
16143,짐이 또 있었어요?,4
16144,있으면 빨리 나한테 좀 들려 줘.,3
16145,어? 그 집에 왜 못 가?,0
16146,마음으로는 열두번도 더 불태우고 싶다.,1
16147,얼마 전에 딸아이가 출퇴근하는 것이 너무 불편하다고 차를 사야겠다고 하더군. 조금만 더 있으면 내가 은퇴하고 내 차를 몰고 다니면 될 텐데 말이야.,0
16148,지금은 많이 나아졌어.,0
16149,항상 감사한 마음을 가지고 있답니다.,5
16150,아니. 연수원 그만 두면. 판.검.변호사 이거 못 되는 거잖아.,4
16151,백선생님요리 정말제미있어요.,5
16152,또 술먹고 다친거지 뭐. 진짜 화나죽겠어.,1
16153,"상관하지 말라니, 무슨 강아지두 아니구 사람을 이렇게 몰인정하게 내쫓으면 어떡해?",4
16154,수류탄 투척~~~~~~~,2
16155,아 아침은 과일이나 미숫가루 먹공,5
16156,어제 면접 본 회사에서 연락이 왔어!,5
16157,나는 잘하는 게 없나 봐. 너무 슬퍼.,3
16158,어제 무능하다고 한 아내의 말이 머릿속에서 떠나질 않아. 그런 말을 들을 줄 몰랐는데 절망스러워.,3
16159,학교인데 5층짜리 건물인데 와 이런일이 생기네.,2
16160,나 이번 면접에 또 떨어졌어.,3
16161,예. 별룬가요? ,4
16162,일주일 전 건강관리협회에서 검진을 받았는데 초조해.,2
16163,호이호이.,4
16164,똑같은 것들이라 못하는겨?,1
16165,우리 가족은 매일 싸워서 창피해. 밖에서도 싸운다니까?,0
16166,아내와 이혼한 뒤 혼자 남은 생활에 적응하지 못해서 너무 쓸쓸해.,3
16167,선생님은 제자를 아껴주세요.,4
16168,뭐야 이 괴짜 과학자 같은 비주얼은,0
16169,지능이 모자라서 섹스 먼저 하지,6
16170,단톡방에서 아는 지인이 주식을 추천해줘서 하게 됐어.,3
16171,얼마 전 딸아이가 매우 아프다는 진단을 받았어. 아이를 잃을까 봐 너무 두려워.,2
16172,오늘 직장에서 엄청나게 스트레스 받는 일이 있었어.,2
16173,너무 오래 앉아 있어서 그러는데 허리디스크인거 같아.,3
16174,저를 왜요?,0
16175,일단 빵만.,4
16176,"그러나, 너의 철없는 언동이 나의 마음에 상처를 입힌건 확실하다. 여성에게 나이 이야기를 하지 말라고 안 배웠었냐? 그래서 너에게는 벌로서 봉사활동을 명령한다",4
16177,어. 정말 깜짝 놀라서 짜증이 다 나더라.,6
16178,조별 과제를 하다가 의견 조율이 안돼서 동기들과 감정싸움을 해서 슬퍼.,3
16179,저는 학생회 임원이라서 동아리는 안 해요.,4
16180,일 안 하는 누나가 너무 한심해.,0
16181,그냥 집 밖에 돌아다니고 있어.,3
16182,으. 화장실에서 토사물을 발견했어.,6
16183,한번 데이트 했는데 그 이후 연락 없는건 뭐야..,3
16184,알았어... 꽉 잡어. 출발한다!!!,4
16185,책상머리에 앉아 쉬운 결정만 하니 현실과 동떨어질 수 밖에...,4
16186,그게 아무래도.. 지난 몇 년간 금강산 관광이다... 개발이다... 그러면서 땅값이 상승하고.. 유동인구가 많아지니까.. 은행도 많아지고.. 그리고 여기가 타 지역보다 저축율도 높고... 그러니까 현금 보유율도 높겠죠.. ,4
16187,자식들 온다고 명절에 음식 잔뜩 해놨는데 바빠서 못 온다네.,3
16188,사방에 나를 위협할 만한 물건이 많아서 움직일 수가 없어서 분노가 치밀어 올라.,1
16189,그럼? 그럼 뭘 어쩌겠다고 짐부터 챙겨 나와?,0
16190,믿어도대는지가 의문이네,2
16191,나 너무 우울해. 매일매일이 힘들어.,3
16192,뭘 또 덮을라고 이런 기사 올리냐...,2
16193,단칸방에 홀로 사는 것이 너무 고독해서 죽고 싶어 너무 우울해.,2
16194,지금까지 힘들게 일했는데 은퇴해서 돈이 없다고 하니 자식이 화를 내서 상처를 받았어.,3
16195,"이 집을 없애지 말고. 적당히 털고. 그 옆에 새로, 또 적당하게. 증축.",4
16196,예순이 넘어도 돈 때문에 짜증 나는 건 여전하네.,1
16197,룸메랑 자꾸 싸우게 돼.,1
16198,싸게 팔고 싶어 죽겠다는데 왜 못 팔게 하냐,1
16199,해피가 막 달려가자 사람들이 엄청 놀라긴 했어.,0
16200,한다고 진짜 짜증나게 하는 거야 정말!,1
16201,이만 가요. 늦었어요. 잘 가요. ,4
16202,오랜만에 만난 친구가 갑자기 나보고 살 좀 빼라고 하지 뭐야. 당황스러웠어.,0
16203,얼마면 되겠니? ㅠ,3
16204,돈많이 벌어서 이제 하고싶은거 하면서 사니 부럽네..,3
16205,기자님 멕시코어가 아니라 스페인어라고 하는게 맞지 않나요?,2
16206,동네 노인들이 박 사장 가게에서 일했는데 돈을 못 받았어. 세상이 대체 어찌 되려고.,3
16207,은퇴 준비가 부족해서 스스로 화가 나.,1
16208,내가 학교폭력을 당하고 있는데 아무도 도와주질 않아. 너무 괴로워.,3
16209,친구가 내가 보낸 메시지 바로 읽을 때마다 너무 당혹스러워.,2
16210,우리 회사가 언제 부도가 날지 몰라서 두렵고 불안해.,2
16211,두말 하면 잔소리지.,4
16212,퇴사에서 정시 퇴근도 못하고 나만 일하고있다. ,3
16213,나한테 너무 화가 나. 요즘 만약 내가 좀 더 아팠더라면 자식들이 찾아왔을 것 같다는 생각이 들어.,1
16214,그렇게 모두 믿는 건 나빠요. 본인에게.,4
16215,꺼지라해 한국에 외국인들이 얼마나 많은데 방패로 세워라,6
16216,당신이 먼저 말 놓은 거 아냐?,4
16217,내가 게이라는 걸 알게 되면 주위 사람들이 징그럽게 생각할 것 같아 두려워.,2
16218,한 명. 한 명.,5
16219,그러게요. 그런데 아이들한테 부작용은 없을까요?,4
16220,오! 그거 좋다. 고마워!,5
16221,그게 낫겠다. 얼른 뿌려야겠어.,6
16222,그래서 내가 좋은 거지?,4
16223,국정원은 저 고등학교가 북한이라고 말합니다.,6
16224,빈혈때문에 병원 가눈중인데 넘 어지러워서요ㅠㅠ..,3
16225,"형,왜 이 가방이 우리에게 나타났을까? 이거 혹시 신의 계시 아닐까?",4
16226,요즘 여자친구 말투가 달라진 거 같아.,2
16227,위 수술을 받고 나서 맛있는 음식을 못 먹었는데 아내가 진수성찬을 차려줬어.,5
16228, 장난 아님.,0
16229,재테크 상담을 갔어. 그런데 상담사가 노후 자금이 턱없이 부족하대.,0
16230,"그리 안 해도 걱정 돼서 얘기는 했는데, 아버지가 고집이 세서 잘 안 되네?",4
16231,"계속, 말인가요?",4
16232,직장 동료들이 다들 나를 따돌리는 것 같아 불안해.,2
16233, 다들 비리에 비리가 꼬리를 문다.,4
16234,남자 친구가 술이 취하니까 난폭해져. 너무 놀라고 무서웠어.,0
16235,그렇다면. 다행이군요.,4
16236,'올해 돈이 없으니까 내년에 다년계약하자' 이게 핵심이지뭐.,4
16237,거 참..무겁게 업고 있는 사람도 있는데 무슨 쓸데없는 잡담을 그렇게나 오래 하세요?,4
16238,세월호 사건에 비하면 아무것도 아닙니다.,3
16239,별건 아니고 이번에 마라톤 대회에서 내 기록이 많이 좋아졌어.,5
16240,어 그래. 그래야겠다.,4
16241,날씨가 좋았는지 사람들이 많이 몰려있더라고.,4
16242,삼십 대가 되니깐 결혼하는 친구들도 많아지고 난 준비된 게 없어서 초조해.,2
16243,"그리궁..오빠..열심히..뛰고,,씩~웃는모습.....진짜...멋있는거..알죠...^^",5
16244,어제 밤을 새워서 완성한 기획안을 상사한테 제출했는데 잘못 됐다고 처음부터 다 다시 만들래.,1
16245,우리대한민국 국민들 정말 위대하십니다.,5
16246,세계최초로 멍청한 짓 하네,4
16247,안...안예뻐...,6
16248,그게 답니다.,4
16249,네...죄송해요...아무도 안 일어나셔서요.,4
16250,저녁 당번 깜빡 한 거야?,4
16251,내일 아침 일찍 나오는 사람이 풀어주겠죠.,4
16252,닥치고 오늘 일본 자위대 창립기념일 참석한 쪽빠리들 잡아 족쳐라,1
16253,그래 좋아. 그리고 또? ,4
16254,니가 미친거지,6
16255,출장 간 사이에 와이프가 집에 다른 남자를 들인 것 같아. 화가 나서 미칠 것 같아.,3
16256,일터에서 사장이 나를 무안하게 해서 집에서 편히 잠들지도 못하겠어.,3
16257,안 하면? 저놈이 내일 주인공이야. 다 저 놈 죽이려고 하는 건데 저 놈이 빠지면 말이 돼?!,1
16258,방에 보일러가 잘 돌아가는지 보고 왔어요.,4
16259,나 지금 너무 배신감이 들어. 슬퍼서 미칠 것 같아.,3
16260,우리 남편이 나한테 이혼하자고 했어.,3
16261,동생이랑 싸웠는데 너무 짜증 나.,3
16262,나도 직원들을 믿고 직원들도 나를 믿고 따라준 덕분에 회사가 잘 되었다고 생각해.,5
16263,새로 들어온 상사와 좋은 관계를 맺었어. 다행이야.,5
16264,지구가 미쳐간다,0
16265,"너하고 의리도 있구, 결혼한 것도 숨겼는데, 괜찮아~ 안 하면 되지, 뭐..",3
16266,고등학교 때 만났지. 참 어릴 때 만났지.,3
16267,"고딩때 발가락에 생에 처음 쥐났을때 잉?? 발까락이 왜 꼬이지?? 이런 생각 들었는데,,,,",4
16268,배고픔도 이제 안 느껴져.,3
16269, 추운 날.. 뭉클합니다. ^^,5
16270,많이 내려버렸어.,3
16271,어떻게 해야지 극복할 수 있을까?,3
16272,"술 먹고 지금 이 병원에 있긴 한데, 허리가 아프대.",4
16273,담당 프로젝트가 실패했어. 최선을 다했지만 결국 내가 책임을 지게 되어 슬퍼.,3
16274,아우 됐어. 이젠 두 번 다시 연락하지마!,1
16275,아마 이 마을에서 누가 제일 건강하냐고 물어보면 나일 거야.,5
16276,네. 보름 후에..그만 가볼게요.,4
16277,진짜로 마음에 들어.,5
16278,"응, 아마 그럴 거야. 너도 화장실 가지마. 진짜 눈 뜨고 못봐줄 거야.",1
16279,나 오늘 처음 만난 경로당 친구 때문에 짜증나.,1
16280,아 감동..ㅠㅠ,5
16281,대놓고 홍콩을 가는구나,1
16282,어. 고등학교 동창이야. 학교때는 참 잘맞았는데 말이야.,1
16283,오늘부터 일주일 간 휴가 기간인데 휴가 기간 내내 비가 온대.,1
16284,갤럭시s7도 문제가 있다. 2달째 쓰고 있는데 겜을 하면 뜨거워서 터치펜 써야만 한다. 왕짜증임. 전화기능만 써야 열발생 없다. 노트와 같은 결함 아닐지 불안하다,2
16285,알겠어. 연락 받아줘서 고마워.,4
16286,산책은 좋은 것 같아. 머리도 식힐 겸 겸사겸사 바람 좀 쐬야겠어.,4
16287,상담료요.,4
16288,"나는 왜 다른 사람들과 어울리는 게 힘들까?
",3
16289,가족들도 너무 어려워서 미안해.,3
16290,사람들이 엄청 많아서 궁금했어.,4
16291,정부에서 환율조작에 조금만 도와주면 퉁~~~끝!,1
16292,아~딱 저걸 사주고 싶었는데...한달이나 기다려야한다구요? 아~그럼 뭘 사주나?,4
16293,학교에서 소개해주는 집이 있는데 신청해 볼래? 다른 학생들하고 보증금을 나눠 내고 집을 같이 빌리는 방식이라서 보증금 부담도 적은데.,4
16294,점점 사는 게 두려운 세상이 되어버렸네.,2
16295,회사 다니는 게 너무 외롭고 고통스러워.,0
16296,"이야기 해본 적 있어. 어떻게 이야기가 안나올 수가 있겠니. 자기도 아는 거 같은데, 그게 잘 안되나봐.",3
16297,……그렇게 해서 상황이 해결될까?,4
16298,올해는 엘지의 해로천하무적 엘지. 엘 ~ 지,5
16299,붉은 반점이 올라오는 병이 뭐가 있는지 모르겠어. 집사람이 큰 병에 걸릴 걸까 걱정이야.,2
16300,한편으로 보면 축하해주고 싶지만 애들입장에서 좀 그런것같네 연애도 중요하지만 애들도 잘 챙겨줄것라고 믿습니다 이쁜사랑 축하해요,5
16301,야! 그게 무슨 억울한 소리야?,0
16302,저 사진에 초상권 지불은 했을라나,4
16303,내 생일에 건강식품을 사주겠다던 딸이 사 오지 않아서 조금 실망했어.,3
16304,부위원장，프로그램 변경 신청을 하고 싶은데. 한 곡 더 추가해도 될까? 시간이 빠듯하니 구두 승인으로 해도 되겠지?,4
16305,그럼 내가 집 앞으로 가요?,4
